SalesKey,ProductKey,CustomerKey,LocationKey,DateKey,Quantity,Net Price,Sales Amount
25437,1046,18860,201,20080806,1,280.8,280.8
25438,2381,18860,201,20080806,1,179.991,179.991
25439,1003,18860,201,20080806,1,148.5,148.5
25440,2125,18860,201,20080806,1,146.7,146.7
25441,2060,18860,201,20080806,1,85.491,85.491
25442,1246,18860,201,20080806,1,142.2,142.2
25443,1406,18860,201,20080806,1,12.771,12.771
25444,2214,18860,201,20080806,1,572.391,572.391
25445,1601,18860,201,20080806,1,143.991,143.991
25446,2385,18860,201,20080806,1,386.991,386.991
25447,2078,18860,201,20080806,1,85.491,85.491
25448,1021,18860,201,20080806,1,252.9,252.9
25449,903,18860,201,20080806,1,68.391,68.391
25450,1143,18860,201,20080806,1,295.2,295.2
25451,2098,18860,201,20080806,1,457.2,457.2
25452,2231,18860,201,20080806,1,305.1,305.1
25453,2377,18860,201,20080806,1,413.991,413.991
25454,788,18860,201,20080806,1,10.35,10.35
25455,1649,18860,201,20080806,1,233.991,233.991
25456,2399,18860,201,20080806,1,386.991,386.991
25457,843,18860,201,20080806,1,24.21,24.21
25458,924,18860,201,20080806,1,1.791,1.791
25459,2278,18860,201,20080806,1,572.391,572.391
25460,2166,18860,201,20080806,1,400.5,400.5
25461,1083,18860,201,20080806,1,322.2,322.2
25462,1122,18860,201,20080806,1,298.8,298.8
25463,757,18860,201,20080806,1,25.11,25.11
25464,2191,18860,201,20080806,1,305.1,305.1
25465,2228,18860,201,20080806,1,71.955,71.955
25466,1940,18860,201,20080806,1,809.1,809.1
25467,413,18860,201,20080806,1,539.1,539.1
25468,965,18860,201,20080806,1,252.9,252.9
25469,9,19036,160,20080806,1,53.991,53.991
25470,1706,13759,267,20080806,1,7.992,7.992
25471,1706,13761,206,20080806,1,7.992,7.992
25472,1706,13762,53,20080806,1,7.992,7.992
25473,1706,13763,258,20080806,1,7.992,7.992
25474,1706,13766,276,20080806,1,7.992,7.992
25475,1706,13767,281,20080806,1,7.992,7.992
25476,1706,13768,284,20080806,1,7.992,7.992
25477,1706,13769,56,20080806,1,7.992,7.992
25478,1706,13771,86,20080806,1,7.992,7.992
25479,1706,13773,75,20080806,1,7.992,7.992
25480,1706,13776,56,20080806,1,7.992,7.992
25481,1706,13777,82,20080806,1,7.992,7.992
25482,1706,13778,78,20080806,1,7.992,7.992
25483,1706,13781,271,20080806,1,7.992,7.992
25484,1706,13783,46,20080806,1,7.992,7.992
25485,1706,13784,53,20080806,1,7.992,7.992
25486,1706,13786,267,20080806,1,7.992,7.992
25487,1706,13788,274,20080806,1,7.992,7.992
25488,1706,13789,261,20080806,1,7.992,7.992
25489,1706,13791,47,20080806,1,7.992,7.992
25490,1706,13792,258,20080806,1,7.992,7.992
25491,1706,13793,56,20080806,1,7.992,7.992
25492,1706,13794,69,20080806,1,7.992,7.992
25493,1706,13796,198,20080806,1,7.992,7.992
25494,1706,13797,71,20080806,1,7.992,7.992
25495,1706,13798,257,20080806,1,7.992,7.992
25496,1706,13799,255,20080806,1,7.992,7.992
25497,1706,13801,255,20080806,1,7.992,7.992
25498,1706,13802,275,20080806,1,7.992,7.992
25499,1706,13803,64,20080806,1,7.992,7.992
25500,1706,13804,200,20080806,1,7.992,7.992
25501,1706,13807,45,20080806,1,7.992,7.992
25502,1706,13808,53,20080806,1,7.992,7.992
25503,1706,13809,67,20080806,1,7.992,7.992
25504,1706,13811,81,20080806,1,7.992,7.992
25505,1706,13812,63,20080806,1,7.992,7.992
25506,1706,13813,53,20080806,1,7.992,7.992
25507,1706,13814,57,20080806,1,7.992,7.992
25508,1706,13816,53,20080806,1,7.992,7.992
25509,1353,18860,201,20080806,2,24.291,48.582
25510,1400,18860,201,20080806,2,32.391,64.782
25511,2030,18860,201,20080806,2,85.491,170.982
25512,1898,18860,201,20080806,2,809.1,1618.2
25513,1301,18860,201,20080806,2,85.5,171.0
25514,423,18860,201,20080806,2,539.1,1078.2
25515,2381,18860,201,20080806,2,179.991,359.982
25516,1003,18860,201,20080806,2,148.5,297.0
25517,2125,18860,201,20080806,2,146.7,293.4
25518,1246,18860,201,20080806,2,142.2,284.4
25519,2214,18860,201,20080806,2,572.391,1144.782
25520,2078,18860,201,20080806,2,85.491,170.982
25521,1021,18860,201,20080806,2,252.9,505.8
25522,903,18860,201,20080806,2,68.391,136.782
25523,1143,18860,201,20080806,2,295.2,590.4
25524,2231,18860,201,20080806,2,305.1,610.2
25525,788,18860,201,20080806,2,10.35,20.7
25526,2399,18860,201,20080806,2,386.991,773.982
25527,843,18860,201,20080806,2,24.21,48.42
25528,2278,18860,201,20080806,2,572.391,1144.782
25529,1083,18860,201,20080806,2,322.2,644.4
25530,757,18860,201,20080806,2,25.11,50.22
25531,2191,18860,201,20080806,2,305.1,610.2
25532,1940,18860,201,20080806,2,809.1,1618.2
25533,413,18860,201,20080806,2,539.1,1078.2
25534,965,18860,201,20080806,2,252.9,505.8
25535,1671,13957,44,20080806,2,4.491,8.982
25536,50,7771,47,20080806,2,179.955,359.91
25537,679,18892,90,20080806,2,70.2,140.4
25538,696,18892,90,20080806,2,171.0,342.0
25539,616,18879,40,20080806,2,449.1,898.2
25540,1816,7651,60,20080806,2,28.8,57.6
25541,675,18892,90,20080806,2,197.1,394.2
25542,1735,7662,277,20080806,2,25.2,50.4
25543,1775,7752,45,20080806,2,38.7,77.4
25544,1775,7777,69,20080806,2,38.7,77.4
25545,555,18879,40,20080806,2,206.1,412.2
25546,1706,13770,56,20080806,2,7.992,15.984
25547,1706,13785,68,20080806,2,7.992,15.984
25548,1706,13800,54,20080806,2,7.992,15.984
25549,1706,13815,261,20080806,2,7.992,15.984
25550,1671,13954,276,20080806,3,4.491,13.473
25551,1671,14007,286,20080806,3,4.491,13.473
25552,1671,14254,265,20080806,3,4.491,13.473
25553,679,18892,90,20080806,3,70.2,210.6
25554,696,18892,90,20080806,3,171.0,513.0
25555,616,18879,40,20080806,3,449.1,1347.3
25556,199,11888,75,20080806,3,512.1,1536.3
25557,1816,7460,57,20080806,3,28.8,86.4
25558,1816,7473,273,20080806,3,28.8,86.4
25559,244,11971,255,20080806,3,386.1,1158.3
25560,675,18892,90,20080806,3,197.1,591.3
25561,1735,7667,268,20080806,3,25.2,75.6
25562,675,18893,137,20080806,3,197.1,591.3
25563,1732,4777,74,20080806,3,65.205,195.615
25564,1732,4815,48,20080806,3,65.205,195.615
25565,555,18879,40,20080806,3,206.1,618.3
25566,93,18840,128,20080806,3,60.66,181.98
25567,1372,18860,201,20080806,3,32.391,97.173
25568,1353,18860,201,20080806,3,24.291,72.873
25569,1400,18860,201,20080806,3,32.391,97.173
25570,2030,18860,201,20080806,3,85.491,256.473
25571,1898,18860,201,20080806,3,809.1,2427.3
25572,423,18860,201,20080806,3,539.1,1617.3
25573,1046,18860,201,20080806,3,280.8,842.4
25574,2381,18860,201,20080806,3,179.991,539.973
25575,1003,18860,201,20080806,3,148.5,445.5
25576,2060,18860,201,20080806,3,85.491,256.473
25577,1246,18860,201,20080806,3,142.2,426.6
25578,1406,18860,201,20080806,3,12.771,38.313
25579,2214,18860,201,20080806,3,572.391,1717.173
25580,1601,18860,201,20080806,3,143.991,431.973
25581,2385,18860,201,20080806,3,386.991,1160.973
25582,2078,18860,201,20080806,3,85.491,256.473
25583,1143,18860,201,20080806,3,295.2,885.6
25584,2098,18860,201,20080806,3,457.2,1371.6
25585,2231,18860,201,20080806,3,305.1,915.3
25586,2377,18860,201,20080806,3,413.991,1241.973
25587,788,18860,201,20080806,3,10.35,31.05
25588,1649,18860,201,20080806,3,233.991,701.973
25589,2399,18860,201,20080806,3,386.991,1160.973
25590,843,18860,201,20080806,3,24.21,72.63
25591,924,18860,201,20080806,3,1.791,5.373
25592,2125,18860,201,20080806,3,146.7,440.1
25593,2278,18860,201,20080806,3,572.391,1717.173
25594,2166,18860,201,20080806,3,400.5,1201.5
25595,1122,18860,201,20080806,3,298.8,896.4
25596,757,18860,201,20080806,3,25.11,75.33
25597,2228,18860,201,20080806,3,71.955,215.865
25598,965,18860,201,20080806,3,252.9,758.7
25599,9,19036,160,20080806,3,53.991,161.973
25600,1706,13775,204,20080806,3,7.992,23.976
25601,1706,13790,46,20080806,3,7.992,23.976
25602,1706,13805,56,20080806,3,7.992,23.976
25603,696,18892,90,20080806,4,171.0,684.0
25604,616,18879,40,20080806,4,449.1,1796.4
25605,261,11877,74,20080806,4,359.1,1436.4
25606,199,11893,60,20080806,4,512.1,2048.4
25607,244,11899,61,20080806,4,386.1,1544.4
25608,675,18892,90,20080806,4,197.1,788.4
25609,675,18893,137,20080806,4,197.1,788.4
25610,1732,4782,81,20080806,4,65.205,260.82
25611,555,18879,40,20080806,4,206.1,824.4
25612,93,18840,128,20080806,4,60.66,242.64
25613,1372,18860,201,20080806,4,32.391,129.564
25614,2030,18860,201,20080806,4,85.491,341.964
25615,1898,18860,201,20080806,4,809.1,3236.4
25616,1301,18860,201,20080806,4,85.5,342.0
25617,423,18860,201,20080806,4,539.1,2156.4
25618,1046,18860,201,20080806,4,280.8,1123.2
25619,1003,18860,201,20080806,4,148.5,594.0
25620,2125,18860,201,20080806,4,146.7,586.8
25621,2060,18860,201,20080806,4,85.491,341.964
25622,1246,18860,201,20080806,4,142.2,568.8
25623,1406,18860,201,20080806,4,12.771,51.084
25624,1400,18860,201,20080806,4,32.391,129.564
25625,1601,18860,201,20080806,4,143.991,575.964
25626,2385,18860,201,20080806,4,386.991,1547.964
25627,1021,18860,201,20080806,4,252.9,1011.6
25628,903,18860,201,20080806,4,68.391,273.564
25629,1143,18860,201,20080806,4,295.2,1180.8
25630,2098,18860,201,20080806,4,457.2,1828.8
25631,2377,18860,201,20080806,4,413.991,1655.964
25632,788,18860,201,20080806,4,10.35,41.4
25633,1649,18860,201,20080806,4,233.991,935.964
25634,2399,18860,201,20080806,4,386.991,1547.964
25635,843,18860,201,20080806,4,24.21,96.84
25636,924,18860,201,20080806,4,1.791,7.164
25637,2278,18860,201,20080806,4,572.391,2289.564
25638,2166,18860,201,20080806,4,400.5,1602.0
25639,1083,18860,201,20080806,4,322.2,1288.8
25640,1122,18860,201,20080806,4,298.8,1195.2
25641,757,18860,201,20080806,4,25.11,100.44
25642,2191,18860,201,20080806,4,305.1,1220.4
25643,2228,18860,201,20080806,4,71.955,287.82
25644,1940,18860,201,20080806,4,809.1,3236.4
25645,413,18860,201,20080806,4,539.1,2156.4
25646,965,18860,201,20080806,4,252.9,1011.6
25647,9,19036,160,20080806,4,53.991,215.964
25648,1706,13765,262,20080806,4,7.992,31.968
25649,1706,13780,269,20080806,4,7.992,31.968
25650,1706,13795,205,20080806,4,7.992,31.968
25651,1706,13810,76,20080806,4,7.992,31.968
25652,257,12194,253,20080807,1,386.1,386.1
25653,257,12195,59,20080807,1,386.1,386.1
25654,257,12196,203,20080807,1,386.1,386.1
25655,257,12199,196,20080807,1,386.1,386.1
25656,257,12200,284,20080807,1,386.1,386.1
25657,257,12201,265,20080807,1,386.1,386.1
25658,257,12202,69,20080807,1,386.1,386.1
25659,257,12204,275,20080807,1,386.1,386.1
25660,271,12180,272,20080807,1,440.1,440.1
25661,271,12181,269,20080807,1,440.1,440.1
25662,271,12182,255,20080807,1,440.1,440.1
25663,271,12183,61,20080807,1,440.1,440.1
25664,271,12185,72,20080807,1,440.1,440.1
25665,271,12186,70,20080807,1,440.1,440.1
25666,271,12187,71,20080807,1,440.1,440.1
25667,271,12188,257,20080807,1,440.1,440.1
25668,271,12190,86,20080807,1,440.1,440.1
25669,103,744,85,20080807,1,103.5,103.5
25670,103,745,85,20080807,1,103.5,103.5
25671,103,746,284,20080807,1,103.5,103.5
25672,103,748,261,20080807,1,103.5,103.5
25673,103,771,253,20080807,1,103.5,103.5
25674,103,773,281,20080807,1,103.5,103.5
25675,103,774,61,20080807,1,103.5,103.5
25676,103,775,73,20080807,1,103.5,103.5
25677,646,18893,137,20080807,1,197.1,197.1
25678,670,18893,137,20080807,1,176.4,176.4
25679,241,12205,279,20080807,1,296.1,296.1
25680,241,12206,47,20080807,1,296.1,296.1
25681,241,12207,87,20080807,1,296.1,296.1
25682,241,12211,57,20080807,1,296.1,296.1
25683,241,12212,196,20080807,1,296.1,296.1
25684,241,12214,70,20080807,1,296.1,296.1
25685,241,12215,68,20080807,1,296.1,296.1
25686,241,12216,79,20080807,1,296.1,296.1
25687,1747,15084,82,20080807,1,98.1,98.1
25688,1747,15085,85,20080807,1,98.1,98.1
25689,1747,15091,44,20080807,1,98.1,98.1
25690,1747,15092,84,20080807,1,98.1,98.1
25691,1747,15098,81,20080807,1,98.1,98.1
25692,1747,15099,87,20080807,1,98.1,98.1
25693,1747,15106,56,20080807,1,98.1,98.1
25694,1747,15107,71,20080807,1,98.1,98.1
25695,1747,15109,82,20080807,1,98.1,98.1
25696,1747,15204,65,20080807,1,98.1,98.1
25697,1745,15539,44,20080807,1,98.1,98.1
25698,1745,15540,48,20080807,1,98.1,98.1
25699,1745,15541,56,20080807,1,98.1,98.1
25700,1745,15685,45,20080807,1,98.1,98.1
25701,1745,15686,74,20080807,1,98.1,98.1
25702,1745,15690,45,20080807,1,98.1,98.1
25703,1745,15691,47,20080807,1,98.1,98.1
25704,1745,15692,47,20080807,1,98.1,98.1
25705,1745,15699,65,20080807,1,98.1,98.1
25706,1745,15705,46,20080807,1,98.1,98.1
25707,1685,937,274,20080807,1,4.851,4.851
25708,1685,938,204,20080807,1,4.851,4.851
25709,1685,946,57,20080807,1,4.851,4.851
25710,1685,1016,69,20080807,1,4.851,4.851
25711,1685,1019,80,20080807,1,4.851,4.851
25712,1685,1024,56,20080807,1,4.851,4.851
25713,1685,1029,68,20080807,1,4.851,4.851
25714,1685,1030,44,20080807,1,4.851,4.851
25715,1685,1419,198,20080807,1,4.851,4.851
25716,1685,1420,257,20080807,1,4.851,4.851
25717,1685,1421,201,20080807,1,4.851,4.851
25718,1685,1422,74,20080807,1,4.851,4.851
25719,1685,1424,271,20080807,1,4.851,4.851
25720,1685,1425,277,20080807,1,4.851,4.851
25721,1685,1426,284,20080807,1,4.851,4.851
25722,1685,1765,281,20080807,1,4.851,4.851
25723,1685,1767,198,20080807,1,4.851,4.851
25724,1685,1769,56,20080807,1,4.851,4.851
25725,1685,1979,47,20080807,1,4.851,4.851
25726,1685,2018,57,20080807,1,4.851,4.851
25727,1685,2030,272,20080807,1,4.851,4.851
25728,1685,2040,58,20080807,1,4.851,4.851
25729,1685,2057,206,20080807,1,4.851,4.851
25730,1685,2058,45,20080807,1,4.851,4.851
25731,1685,2059,53,20080807,1,4.851,4.851
25732,1685,2060,56,20080807,1,4.851,4.851
25733,1685,2067,199,20080807,1,4.851,4.851
25734,1685,2069,44,20080807,1,4.851,4.851
25735,1685,2070,255,20080807,1,4.851,4.851
25736,1685,2086,257,20080807,1,4.851,4.851
25737,1685,2168,57,20080807,1,4.851,4.851
25738,1685,2169,84,20080807,1,4.851,4.851
25739,1685,2704,267,20080807,1,4.851,4.851
25740,1685,2705,284,20080807,1,4.851,4.851
25741,1685,2716,53,20080807,1,4.851,4.851
25742,1685,2717,60,20080807,1,4.851,4.851
25743,1685,2718,196,20080807,1,4.851,4.851
25744,568,18879,40,20080807,1,449.1,449.1
25745,1668,17773,205,20080807,1,6.291,6.291
25746,1668,17775,57,20080807,1,6.291,6.291
25747,1668,17778,286,20080807,1,6.291,6.291
25748,1668,17781,276,20080807,1,6.291,6.291
25749,1668,17783,58,20080807,1,6.291,6.291
25750,1668,17784,200,20080807,1,6.291,6.291
25751,1668,17785,53,20080807,1,6.291,6.291
25752,1668,17786,64,20080807,1,6.291,6.291
25753,1668,17788,257,20080807,1,6.291,6.291
25754,1668,17789,56,20080807,1,6.291,6.291
25755,1668,17790,58,20080807,1,6.291,6.291
25756,1668,17791,199,20080807,1,6.291,6.291
25757,1668,17968,44,20080807,1,6.291,6.291
25758,1668,17969,78,20080807,1,6.291,6.291
25759,1668,17990,201,20080807,1,6.291,6.291
25760,1668,17991,57,20080807,1,6.291,6.291
25761,1668,17994,201,20080807,1,6.291,6.291
25762,1668,18058,44,20080807,1,6.291,6.291
25763,1668,18284,57,20080807,1,6.291,6.291
25764,1668,18285,253,20080807,1,6.291,6.291
25765,1668,18323,201,20080807,1,6.291,6.291
25766,1668,18327,57,20080807,1,6.291,6.291
25767,1668,18328,257,20080807,1,6.291,6.291
25768,1668,18329,63,20080807,1,6.291,6.291
25769,1668,18330,203,20080807,1,6.291,6.291
25770,1668,18335,284,20080807,1,6.291,6.291
25771,1668,18336,276,20080807,1,6.291,6.291
25772,1668,17,65,20080807,1,6.291,6.291
25773,1668,41,281,20080807,1,6.291,6.291
25774,1668,131,200,20080807,1,6.291,6.291
25775,1668,134,199,20080807,1,6.291,6.291
25776,1668,136,48,20080807,1,6.291,6.291
25777,1668,141,47,20080807,1,6.291,6.291
25778,1668,510,75,20080807,1,6.291,6.291
25779,1668,512,200,20080807,1,6.291,6.291
25780,1668,515,281,20080807,1,6.291,6.291
25781,1668,516,47,20080807,1,6.291,6.291
25782,1668,517,56,20080807,1,6.291,6.291
25783,151,18841,53,20080807,1,1066.473,1066.473
25784,1702,18860,201,20080807,1,15.291,15.291
25785,756,18860,201,20080807,1,26.91,26.91
25786,2260,18860,201,20080807,1,71.955,71.955
25787,2133,18860,201,20080807,1,116.91,116.91
25788,240,18860,201,20080807,1,269.1,269.1
25789,1615,18860,201,20080807,1,260.991,260.991
25790,2195,18860,201,20080807,1,91.791,91.791
25791,471,18860,201,20080807,1,89.1,89.1
25792,340,18860,201,20080807,1,737.1,737.1
25793,807,18860,201,20080807,1,10.71,10.71
25794,2359,18860,201,20080807,1,269.991,269.991
25795,2077,18860,201,20080807,1,89.991,89.991
25796,768,18860,201,20080807,1,16.11,16.11
25797,802,18860,201,20080807,1,13.95,13.95
25798,2273,18860,201,20080807,1,206.991,206.991
25799,2058,18860,201,20080807,1,125.991,125.991
25800,1529,18860,201,20080807,1,229.5,229.5
25801,2275,18860,201,20080807,1,91.791,91.791
25802,348,18860,201,20080807,1,682.2,682.2
25803,2078,18860,201,20080807,1,85.491,85.491
25804,1385,18860,201,20080807,1,20.691,20.691
25805,1162,18860,201,20080807,1,774.0,774.0
25806,907,18860,201,20080807,1,91.8,91.8
25807,1055,18860,201,20080807,1,304.2,304.2
25808,2032,18860,201,20080807,1,179.991,179.991
25809,1076,18860,201,20080807,1,573.3,573.3
25810,1136,18860,201,20080807,1,432.45,432.45
25811,1242,18860,201,20080807,1,754.2,754.2
25812,1214,18860,201,20080807,1,148.5,148.5
25813,1324,18860,201,20080807,1,35.091,35.091
25814,213,18860,201,20080807,1,269.91,269.91
25815,418,18860,201,20080807,1,242.955,242.955
25816,184,18860,201,20080807,1,89.1,89.1
25817,3,19036,160,20080807,1,13.068,13.068
25818,1700,13819,258,20080807,1,7.992,7.992
25819,1700,13821,269,20080807,1,7.992,7.992
25820,1700,13822,286,20080807,1,7.992,7.992
25821,1700,13823,56,20080807,1,7.992,7.992
25822,1700,13824,56,20080807,1,7.992,7.992
25823,1700,13827,257,20080807,1,7.992,7.992
25824,1700,13828,66,20080807,1,7.992,7.992
25825,1700,13829,45,20080807,1,7.992,7.992
25826,1700,13831,258,20080807,1,7.992,7.992
25827,1700,13832,87,20080807,1,7.992,7.992
25828,1700,13932,281,20080807,1,7.992,7.992
25829,3,19036,160,20080807,2,13.068,26.136
25830,1702,18860,201,20080807,2,15.291,30.582
25831,756,18860,201,20080807,2,26.91,53.82
25832,2260,18860,201,20080807,2,71.955,143.91
25833,2133,18860,201,20080807,2,116.91,233.82
25834,240,18860,201,20080807,2,269.1,538.2
25835,1615,18860,201,20080807,2,260.991,521.982
25836,2195,18860,201,20080807,2,91.791,183.582
25837,471,18860,201,20080807,2,89.1,178.2
25838,340,18860,201,20080807,2,737.1,1474.2
25839,807,18860,201,20080807,2,10.71,21.42
25840,2359,18860,201,20080807,2,269.991,539.982
25841,2077,18860,201,20080807,2,89.991,179.982
25842,2273,18860,201,20080807,2,206.991,413.982
25843,2058,18860,201,20080807,2,125.991,251.982
25844,1529,18860,201,20080807,2,229.5,459.0
25845,2078,18860,201,20080807,2,85.491,170.982
25846,1385,18860,201,20080807,2,20.691,41.382
25847,1162,18860,201,20080807,2,774.0,1548.0
25848,907,18860,201,20080807,2,91.8,183.6
25849,2032,18860,201,20080807,2,179.991,359.982
25850,1076,18860,201,20080807,2,573.3,1146.6
25851,1136,18860,201,20080807,2,432.45,864.9
25852,1242,18860,201,20080807,2,754.2,1508.4
25853,1214,18860,201,20080807,2,148.5,297.0
25854,1324,18860,201,20080807,2,35.091,70.182
25855,768,18860,201,20080807,2,16.11,32.22
25856,418,18860,201,20080807,2,242.955,485.91
25857,184,18860,201,20080807,2,89.1,178.2
25858,151,18841,53,20080807,2,1066.473,2132.946
25859,646,18893,137,20080807,2,197.1,394.2
25860,257,12203,255,20080807,2,386.1,772.2
25861,568,18879,40,20080807,2,449.1,898.2
25862,670,18893,137,20080807,2,176.4,352.8
25863,1685,1423,269,20080807,2,4.851,9.702
25864,1685,1763,85,20080807,2,4.851,9.702
25865,1685,2061,57,20080807,2,4.851,9.702
25866,1685,2706,203,20080807,2,4.851,9.702
25867,1668,17774,46,20080807,2,6.291,12.582
25868,1668,17782,79,20080807,2,6.291,12.582
25869,1700,13830,63,20080807,2,7.992,15.984
25870,271,12184,76,20080807,3,440.1,1320.3
25871,271,12192,258,20080807,3,440.1,1320.3
25872,646,18893,137,20080807,3,197.1,591.3
25873,257,12193,77,20080807,3,386.1,1158.3
25874,1747,15090,44,20080807,3,98.1,294.3
25875,670,18893,137,20080807,3,176.4,529.2
25876,1685,1759,267,20080807,3,4.851,14.553
25877,1685,1768,286,20080807,3,4.851,14.553
25878,1685,2068,258,20080807,3,4.851,14.553
25879,1685,2715,201,20080807,3,4.851,14.553
25880,241,12208,87,20080807,3,296.1,888.3
25881,1668,17787,258,20080807,3,6.291,18.873
25882,1668,17989,56,20080807,3,6.291,18.873
25883,1755,16,47,20080609,1,64.9,64.9
25884,151,18841,53,20080807,3,1066.473,3199.419
25885,1702,18860,201,20080807,3,15.291,45.873
25886,756,18860,201,20080807,3,26.91,80.73
25887,2260,18860,201,20080807,3,71.955,215.865
25888,2133,18860,201,20080807,3,116.91,350.73
25889,240,18860,201,20080807,3,269.1,807.3
25890,1615,18860,201,20080807,3,260.991,782.973
25891,2195,18860,201,20080807,3,91.791,275.373
25892,807,18860,201,20080807,3,10.71,32.13
25893,768,18860,201,20080807,3,16.11,48.33
25894,802,18860,201,20080807,3,13.95,41.85
25895,2273,18860,201,20080807,3,206.991,620.973
25896,2058,18860,201,20080807,3,125.991,377.973
25897,2275,18860,201,20080807,3,91.791,275.373
25898,348,18860,201,20080807,3,682.2,2046.6
25899,2078,18860,201,20080807,3,85.491,256.473
25900,1162,18860,201,20080807,3,774.0,2322.0
25901,907,18860,201,20080807,3,91.8,275.4
25902,1055,18860,201,20080807,3,304.2,912.6
25903,1136,18860,201,20080807,3,432.45,1297.35
25904,1242,18860,201,20080807,3,754.2,2262.6
25905,1214,18860,201,20080807,3,148.5,445.5
25906,1324,18860,201,20080807,3,35.091,105.273
25907,213,18860,201,20080807,3,269.91,809.73
25908,418,18860,201,20080807,3,242.955,728.865
25909,184,18860,201,20080807,3,89.1,267.3
25910,1700,13820,265,20080807,3,7.992,23.976
25911,271,12189,272,20080807,4,440.1,1760.4
25912,257,12198,71,20080807,4,386.1,1544.4
25913,103,747,281,20080807,4,103.5,414.0
25914,103,772,269,20080807,4,103.5,414.0
25915,1747,15108,74,20080807,4,98.1,392.4
25916,568,18879,40,20080807,4,449.1,1796.4
25917,1685,936,200,20080807,4,4.851,19.404
25918,1685,1020,86,20080807,4,4.851,19.404
25919,1685,2029,268,20080807,4,4.851,19.404
25920,1685,2056,200,20080807,4,4.851,19.404
25921,1685,2148,47,20080807,4,4.851,19.404
25922,1745,15594,65,20080807,4,98.1,392.4
25923,1745,15706,82,20080807,4,98.1,392.4
25924,241,12213,62,20080807,4,296.1,1184.4
25925,1668,17777,87,20080807,4,6.291,25.164
25926,1668,17970,284,20080807,4,6.291,25.164
25927,151,18841,53,20080807,4,1066.473,4265.892
25928,1702,18860,201,20080807,4,15.291,61.164
25929,756,18860,201,20080807,4,26.91,107.64
25930,2260,18860,201,20080807,4,71.955,287.82
25931,240,18860,201,20080807,4,269.1,1076.4
25932,2195,18860,201,20080807,4,91.791,367.164
25933,471,18860,201,20080807,4,89.1,356.4
25934,340,18860,201,20080807,4,737.1,2948.4
25935,2133,18860,201,20080807,4,116.91,467.64
25936,807,18860,201,20080807,4,10.71,42.84
25937,2359,18860,201,20080807,4,269.991,1079.964
25938,2077,18860,201,20080807,4,89.991,359.964
25939,768,18860,201,20080807,4,16.11,64.44
25940,802,18860,201,20080807,4,13.95,55.8
25941,2273,18860,201,20080807,4,206.991,827.964
25942,1529,18860,201,20080807,4,229.5,918.0
25943,2275,18860,201,20080807,4,91.791,367.164
25944,348,18860,201,20080807,4,682.2,2728.8
25945,2078,18860,201,20080807,4,85.491,341.964
25946,1385,18860,201,20080807,4,20.691,82.764
25947,1162,18860,201,20080807,4,774.0,3096.0
25948,1055,18860,201,20080807,4,304.2,1216.8
25949,2032,18860,201,20080807,4,179.991,719.964
25950,1076,18860,201,20080807,4,573.3,2293.2
25951,1136,18860,201,20080807,4,432.45,1729.8
25952,213,18860,201,20080807,4,269.91,1079.64
25953,418,18860,201,20080807,4,242.955,971.82
25954,184,18860,201,20080807,4,89.1,356.4
25955,3,19036,160,20080807,4,13.068,52.272
25956,2491,18860,201,20080808,1,22.491,22.491
25957,19,7345,88,20080808,1,98.955,98.955
25958,19,7352,48,20080808,1,98.955,98.955
25959,19,7353,53,20080808,1,98.955,98.955
25960,19,7354,275,20080808,1,98.955,98.955
25961,19,7358,265,20080808,1,98.955,98.955
25962,19,7360,74,20080808,1,98.955,98.955
25963,19,7361,83,20080808,1,98.955,98.955
25964,669,18893,137,20080808,1,169.2,169.2
25965,1743,11024,46,20080808,1,25.2,25.2
25966,1743,11332,53,20080808,1,25.2,25.2
25967,1743,11338,56,20080808,1,25.2,25.2
25968,1743,11339,59,20080808,1,25.2,25.2
25969,1743,11340,274,20080808,1,25.2,25.2
25970,1743,11341,83,20080808,1,25.2,25.2
25971,1743,11343,258,20080808,1,25.2,25.2
25972,1743,11344,279,20080808,1,25.2,25.2
25973,1707,4960,274,20080808,1,63.117,63.117
25974,1707,4963,203,20080808,1,63.117,63.117
25975,1707,4967,204,20080808,1,63.117,63.117
25976,1707,4968,258,20080808,1,63.117,63.117
25977,1707,4969,88,20080808,1,63.117,63.117
25978,1707,4971,46,20080808,1,63.117,63.117
25979,1707,4972,267,20080808,1,63.117,63.117
25980,1707,4973,47,20080808,1,63.117,63.117
25981,1707,4974,277,20080808,1,63.117,63.117
25982,1665,6677,44,20080808,1,4.491,4.491
25983,1665,7314,48,20080808,1,4.491,4.491
25984,1665,7317,271,20080808,1,4.491,4.491
25985,1665,7328,45,20080808,1,4.491,4.491
25986,1665,7347,65,20080808,1,4.491,4.491
25987,1665,7348,77,20080808,1,4.491,4.491
25988,1665,7349,82,20080808,1,4.491,4.491
25989,1665,7460,57,20080808,1,4.491,4.491
25990,1665,7473,273,20080808,1,4.491,4.491
25991,1665,7476,286,20080808,1,4.491,4.491
25992,1665,7477,45,20080808,1,4.491,4.491
25993,1665,7641,265,20080808,1,4.491,4.491
25994,1665,7648,53,20080808,1,4.491,4.491
25995,1665,7649,48,20080808,1,4.491,4.491
25996,1665,7651,60,20080808,1,4.491,4.491
25997,1665,7652,268,20080808,1,4.491,4.491
25998,1665,7653,258,20080808,1,4.491,4.491
